Hotel_ID;Hotel_Location;Hotel_Location_Category;Number_Of_Rooms;Hotel_Size;Hotel_Size_Category;Product_ID;Customer_Income_Level;Income_Level_Category;Booking_Date_Adjusted;Check_In_Date_Adjusted;Check_Out_Date_Adjusted;Distribution_Channel_number;Distribution_Channel;Advance_Purchase_Adjusted;Party_Size;Party_Size_Description;Party_Size_Category;Length_of_Stay_Adjusted;Nightly_Rate_Category;Nightly_Rate;Total_Revenue;Rate_number;Rate_number_description;Room_Type_number;Room_Type_number_description;Merge_Indicator;Membership_Status;VIP_Membership_Status
1;Urban/Downtown;1;670;Big;3;6;High;3;28/03/2007;28/03/2007;29/03/2007;1;CRO/Hotel;0;1;Single;1;1;4;449;449;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;29/03/2007;02/04/2007;05/04/2007;1;CRO/Hotel;4;1;Single;1;3;4;369;1107;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;29/03/2007;13/04/2007;15/04/2007;1;CRO/Hotel;15;6;Quad;4;2;3;289;578;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;20/03/2007;27/03/2007;28/03/2007;2;GDS;7;1;Single;1;1;4;629;629;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;20/03/2007;27/03/2007;28/03/2007;2;GDS;7;1;Single;1;1;4;629;629;2;Rack Rate - Unrestricted Rate;3; Suites;1;2;1
1;Urban/Downtown;1;670;Big;3;6;High;3;20/03/2007;25/03/2007;28/03/2007;3;WEB;5;1;Single;1;3;4;449;1347;2;Rack Rate - Unrestricted Rate;2; King Room;1;1;0
1;Urban/Downtown;1;670;Big;3;8;High;3;20/03/2007;30/03/2007;01/04/2007;3;WEB;10;2;Double;2;2;3;289;578;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;1
1;Urban/Downtown;1;670;Big;3;5;High;3;09/03/2007;26/03/2007;28/03/2007;3;WEB;17;2;Double;2;2;4;469;938;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;16/03/2007;27/03/2007;28/03/2007;2;GDS;11;1;Single;1;1;4;429;429;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;22/03/2007;26/03/2007;28/03/2007;2;GDS;4;1;Single;1;2;4;439;878;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;3;High;3;05/03/2007;29/03/2007;02/04/2007;1;CRO/Hotel;24;1;Single;1;4;4;439;1756;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;2;1
1;Urban/Downtown;1;670;Big;3;1;High;3;15/03/2007;27/03/2007;28/03/2007;2;GDS;12;1;Single;1;1;4;469;469;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;29/03/2007;29/03/2007;01/04/2007;1;CRO/Hotel;0;1;Single;1;3;4;369;1107;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;27/03/2007;27/03/2007;30/03/2007;1;CRO/Hotel;0;1;Single;1;3;4;489;1467;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;29/03/2007;28/03/2007;29/03/2007;1;CRO/Hotel;-1;1;Single;1;1;3;259;259;2;Rack Rate - Unrestricted Rate;2; King Room;0;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;29/03/2007;29/03/2007;31/03/2007;1;CRO/Hotel;0;1;Single;1;2;3;269;538;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;29/03/2007;29/03/2007;31/03/2007;1;CRO/Hotel;0;1;Single;1;2;3;269;538;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;3;High;3;29/03/2007;15/04/2007;18/04/2007;1;CRO/Hotel;17;1;Single;1;3;4;329;987;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;3;High;3;29/03/2007;29/03/2007;30/03/2007;1;CRO/Hotel;0;1;Single;1;1;4;429;429;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;29/03/2007;10/04/2007;11/04/2007;1;CRO/Hotel;12;1;Single;1;1;4;549;549;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;29/03/2007;02/04/2007;03/04/2007;1;CRO/Hotel;4;1;Single;1;1;4;329;329;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;29/03/2007;30/03/2007;04/04/2007;1;CRO/Hotel;1;1;Single;1;5;3;289;1445;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;30/03/2007;29/03/2007;30/03/2007;1;CRO/Hotel;-1;1;Single;1;1;3;229;229;2;Rack Rate - Unrestricted Rate;2; King Room;0;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;30/03/2007;01/04/2007;02/04/2007;3;WEB;2;1;Single;1;1;4;329;329;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;1
1;Urban/Downtown;1;670;Big;3;1;High;3;30/03/2007;29/03/2007;30/03/2007;1;CRO/Hotel;-1;1;Single;1;1;3;229;229;2;Rack Rate - Unrestricted Rate;2; King Room;0;0;0
1;Urban/Downtown;1;670;Big;3;8;High;3;30/03/2007;09/04/2007;10/04/2007;3;WEB;10;1;Single;1;1;4;369;369;5;Accommodation Combined with Frequent Traveler Rewards;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;30/03/2007;07/04/2007;09/04/2007;1;CRO/Hotel;8;1;Single;1;2;3;199;398;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;30/03/2007;02/04/2007;05/04/2007;1;CRO/Hotel;3;1;Single;1;3;4;329;987;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;30/03/2007;01/04/2007;02/04/2007;1;CRO/Hotel;2;1;Single;1;1;4;329;329;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;24/03/2007;25/03/2007;30/03/2007;3;WEB;1;2;Double;2;5;4;409;2045;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;08/03/2007;25/03/2007;30/03/2007;2;GDS;17;1;Single;1;5;4;339;1695;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;22/03/2007;28/03/2007;30/03/2007;2;GDS;6;1;Single;1;2;4;489;978;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;06/03/2007;28/03/2007;29/03/2007;3;WEB;22;1;Single;1;1;4;429;429;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;22/03/2007;28/03/2007;30/03/2007;2;GDS;6;1;Single;1;2;4;489;978;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;12/03/2007;28/03/2007;29/03/2007;2;GDS;16;1;Single;1;1;4;429;429;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;02/03/2007;29/03/2007;30/03/2007;3;WEB;27;1;Single;1;1;4;429;429;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;3;High;3;05/03/2007;30/03/2007;31/03/2007;1;CRO/Hotel;25;2;Double;2;1;3;289;289;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;3;1
1;Urban/Downtown;1;670;Big;3;2;High;3;28/03/2007;28/03/2007;29/03/2007;1;CRO/Hotel;0;1;Single;1;1;4;449;449;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;26/03/2007;28/03/2007;29/03/2007;3;WEB;2;1;Single;1;1;4;489;489;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;24/03/2007;30/03/2007;02/04/2007;1;CRO/Hotel;6;1;Single;1;3;3;289;867;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;26/03/2007;29/03/2007;30/03/2007;3;WEB;3;1;Single;1;1;4;429;429;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;16/03/2007;26/03/2007;29/03/2007;3;WEB;10;1;Single;1;3;4;469;1407;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;1
1;Urban/Downtown;1;670;Big;3;1;High;3;02/03/2007;28/03/2007;30/03/2007;2;GDS;26;1;Single;1;2;4;449;898;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;23/03/2007;28/03/2007;29/03/2007;2;GDS;5;1;Single;1;1;4;489;489;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;23/03/2007;28/03/2007;29/03/2007;3;WEB;5;1;Single;1;1;4;489;489;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;16/03/2007;27/03/2007;29/03/2007;2;GDS;11;1;Single;1;2;4;429;858;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;30/03/2007;01/04/2007;02/04/2007;1;CRO/Hotel;2;4;Quad;4;1;4;499;499;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;19/03/2007;28/03/2007;29/03/2007;2;GDS;9;1;Single;1;1;4;429;429;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;04/03/2007;30/03/2007;07/04/2007;1;CRO/Hotel;26;2;Double;2;8;4;349;2792;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;22/03/2007;28/03/2007;29/03/2007;2;GDS;6;1;Single;1;1;4;489;489;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;16/03/2007;31/03/2007;01/04/2007;1;CRO/Hotel;15;1;Single;1;1;4;369;369;2;Rack Rate - Unrestricted Rate;3; Suites;1;1;0
1;Urban/Downtown;1;670;Big;3;1;High;3;27/03/2007;28/03/2007;29/03/2007;2;GDS;1;1;Single;1;1;4;489;489;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;27/03/2007;29/03/2007;30/03/2007;1;CRO/Hotel;2;1;Single;1;1;1;59;59;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;11;High;3;11/03/2007;30/03/2007;01/04/2007;3;WEB;19;2;Double;2;2;3;299;598;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;1;0
1;Urban/Downtown;1;670;Big;3;4;High;3;28/03/2007;28/03/2007;29/03/2007;2;GDS;0;1;Single;1;1;4;489;489;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;27/03/2007;28/03/2007;29/03/2007;3;WEB;1;1;Single;1;1;4;449;449;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;31/03/2007;31/03/2007;01/04/2007;1;CRO/Hotel;0;2;Double;2;1;3;299;299;2;Rack Rate - Unrestricted Rate;2; King Room;0;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;31/03/2007;31/03/2007;02/04/2007;1;CRO/Hotel;0;1;Single;1;2;4;329;658;2;Rack Rate - Unrestricted Rate;2; King Room;0;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;28/03/2007;31/03/2007;02/04/2007;3;WEB;3;1;Single;1;2;4;329;658;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;31/03/2007;31/03/2007;01/04/2007;1;CRO/Hotel;0;2;Double;2;1;4;329;329;2;Rack Rate - Unrestricted Rate;2; King Room;0;0;0
1;Urban/Downtown;1;670;Big;3;9;High;3;11/03/2007;30/03/2007;01/04/2007;3;WEB;19;3;Triple;3;2;4;349;698;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;2;0
1;Urban/Downtown;1;670;Big;3;9;High;3;21/03/2007;30/03/2007;31/03/2007;3;WEB;9;1;Single;1;1;3;269;269;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;10/03/2007;31/03/2007;06/04/2007;3;WEB;21;2;Double;2;6;3;270;1620;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";1; Double Beds Room;0;3;1
1;Urban/Downtown;1;670;Big;3;1;High;3;29/03/2007;01/04/2007;06/04/2007;2;GDS;3;1;Single;1;5;4;329;1645;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;13;High;3;01/03/2007;01/04/2007;02/04/2007;3;WEB;31;2;Double;2;1;3;299;299;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;3;2
1;Urban/Downtown;1;670;Big;3;27;High;3;13/03/2007;30/03/2007;01/04/2007;3;WEB;17;2;Double;2;2;4;459;918;5;Accommodation Combined with Frequent Traveler Rewards;3; Suites;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;07/03/2007;28/03/2007;31/03/2007;2;GDS;21;1;Single;1;3;4;382;1146;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;30/03/2007;02/04/2007;05/04/2007;1;CRO/Hotel;3;2;Double;2;3;4;329;987;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;0;0
1;Urban/Downtown;1;670;Big;3;7;High;3;07/03/2007;02/04/2007;04/04/2007;1;CRO/Hotel;26;1;Single;1;2;4;429;858;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;17/03/2007;03/04/2007;04/04/2007;3;WEB;17;1;Single;1;1;4;379;379;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;2
1;Urban/Downtown;1;670;Big;3;8;High;3;23/03/2007;30/03/2007;04/04/2007;1;CRO/Hotel;7;2;Double;2;5;3;225;1125;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;19/03/2007;30/03/2007;01/04/2007;2;GDS;11;1;Single;1;2;3;289;578;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;15;High;3;25/03/2007;31/03/2007;01/04/2007;3;WEB;6;2;Double;2;1;3;279;279;5;Accommodation Combined with Frequent Traveler Rewards;5; Queen Rooms;1;2;0
1;Urban/Downtown;1;670;Big;3;11;High;3;16/03/2007;09/04/2007;11/04/2007;1;CRO/Hotel;24;1;Single;1;2;4;333;666;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;18;High;3;03/03/2007;04/04/2007;05/04/2007;3;WEB;32;1;Single;1;1;4;399;399;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;1
1;Urban/Downtown;1;670;Big;3;1;High;3;26/03/2007;27/03/2007;02/04/2007;2;GDS;1;1;Single;1;6;4;446;2676;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;0;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;23/03/2007;01/04/2007;02/04/2007;2;GDS;9;1;Single;1;1;3;269;269;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
1;Urban/Downtown;1;670;Big;3;12;High;3;13/03/2007;03/04/2007;09/04/2007;1;CRO/Hotel;21;4;Quad;4;6;3;297;1782;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";1; Double Beds Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;13/03/2007;31/03/2007;03/04/2007;3;WEB;18;2;Double;2;3;3;299;897;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;0;1;0
1;Urban/Downtown;1;670;Big;3;1;High;3;11/03/2007;29/03/2007;02/04/2007;3;WEB;18;1;Single;1;4;3;257;1028;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;1
1;Urban/Downtown;1;670;Big;3;2;High;3;25/03/2007;25/03/2007;04/04/2007;1;CRO/Hotel;0;1;Single;1;10;4;409;4090;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;26/03/2007;03/04/2007;07/04/2007;2;GDS;8;1;Single;1;4;4;359;1436;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;19/03/2007;04/04/2007;09/04/2007;3;WEB;16;1;Single;1;5;4;389;1945;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;27/03/2007;03/04/2007;04/04/2007;3;WEB;7;1;Single;1;1;4;389;389;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;1
1;Urban/Downtown;1;670;Big;3;1;High;3;12/03/2007;01/04/2007;02/04/2007;3;WEB;20;2;Double;2;1;3;269;269;2;Rack Rate - Unrestricted Rate;2; King Room;1;1;0
1;Urban/Downtown;1;670;Big;3;13;High;3;11/03/2007;02/04/2007;10/04/2007;1;CRO/Hotel;22;2;Double;2;8;4;324;2592;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;31/03/2007;02/04/2007;03/04/2007;2;GDS;2;1;Single;1;1;4;329;329;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;1
1;Urban/Downtown;1;670;Big;3;2;High;3;20/03/2007;04/04/2007;05/04/2007;1;CRO/Hotel;15;1;Single;1;1;4;379;379;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;0
1;Urban/Downtown;1;670;Big;3;18;High;3;23/03/2007;01/04/2007;03/04/2007;3;WEB;9;1;Single;1;2;2;150;300;5;Accommodation Combined with Frequent Traveler Rewards;2; King Room;1;2;1
1;Urban/Downtown;1;670;Big;3;8;High;3;13/03/2007;04/04/2007;05/04/2007;2;GDS;22;1;Single;1;1;3;297;297;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";5; Queen Rooms;1;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;13/03/2007;03/04/2007;04/04/2007;3;WEB;21;1;Single;1;1;4;324;324;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;7;High;3;13/03/2007;05/04/2007;06/04/2007;3;WEB;23;1;Single;1;1;4;324;324;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";4; Special Type Room 1;1;1;0
1;Urban/Downtown;1;670;Big;3;6;High;3;13/03/2007;03/04/2007;05/04/2007;2;GDS;21;1;Single;1;2;4;359;718;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;30/03/2007;01/04/2007;03/04/2007;3;WEB;2;1;Single;1;2;4;329;658;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;09/03/2007;04/04/2007;08/04/2007;3;WEB;26;2;Double;2;4;4;324;1296;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";1; Double Beds Room;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;12/03/2007;04/04/2007;06/04/2007;1;CRO/Hotel;23;1;Single;1;2;4;329;658;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
1;Urban/Downtown;1;670;Big;3;2;High;3;16/03/2007;04/04/2007;05/04/2007;1;CRO/Hotel;19;2;Double;2;1;3;299;299;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;15;High;3;05/03/2007;04/04/2007;10/04/2007;1;CRO/Hotel;30;1;Single;1;6;4;324;1944;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";1; Double Beds Room;1;2;0
1;Urban/Downtown;1;670;Big;3;2;High;3;16/03/2007;03/04/2007;11/04/2007;1;CRO/Hotel;18;2;Double;2;8;4;379;3032;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;15/03/2007;04/04/2007;05/04/2007;1;CRO/Hotel;20;2;Double;2;1;4;359;359;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;2;0
1;Urban/Downtown;1;670;Big;3;1;High;3;26/03/2007;01/04/2007;02/04/2007;3;WEB;6;1;Single;1;1;3;299;299;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;28/03/2007;02/04/2007;03/04/2007;2;GDS;5;1;Single;1;1;4;389;389;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;19/03/2007;03/04/2007;04/04/2007;3;WEB;15;2;Double;2;1;4;379;379;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;0
1;Urban/Downtown;1;670;Big;3;8;High;3;19/03/2007;01/04/2007;02/04/2007;3;WEB;13;2;Double;2;1;4;329;329;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;1
1;Urban/Downtown;1;670;Big;3;6;High;3;23/03/2007;01/04/2007;02/04/2007;2;GDS;9;1;Single;1;1;3;269;269;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;21/03/2007;01/04/2007;02/04/2007;3;WEB;11;1;Single;1;1;3;269;269;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;2
1;Urban/Downtown;1;670;Big;3;2;High;3;23/03/2007;05/04/2007;08/04/2007;3;WEB;13;2;Double;2;3;4;379;1137;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;13;High;3;06/03/2007;04/04/2007;06/04/2007;1;CRO/Hotel;29;1;Single;1;2;3;297;594;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";2; King Room;1;1;0
1;Urban/Downtown;1;670;Big;3;6;High;3;23/03/2007;01/04/2007;02/04/2007;2;GDS;9;1;Single;1;1;3;269;269;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;28/03/2007;31/03/2007;01/04/2007;2;GDS;3;1;Single;1;1;4;329;329;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;19/03/2007;01/04/2007;02/04/2007;2;GDS;13;1;Single;1;1;3;269;269;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;29/03/2007;04/04/2007;05/04/2007;3;WEB;6;1;Single;1;1;4;389;389;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;28/03/2007;31/03/2007;02/04/2007;2;GDS;3;1;Single;1;2;4;329;658;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;6;High;3;29/03/2007;09/04/2007;11/04/2007;1;CRO/Hotel;11;1;Single;1;2;4;449;898;2;Rack Rate - Unrestricted Rate;3; Suites;1;0;0
1;Urban/Downtown;1;670;Big;3;5;High;3;05/03/2007;01/04/2007;04/04/2007;1;CRO/Hotel;27;2;Double;2;3;4;349;1047;2;Rack Rate - Unrestricted Rate;1; Double Beds Room;1;3;1
1;Urban/Downtown;1;670;Big;3;6;High;3;28/03/2007;02/04/2007;03/04/2007;2;GDS;5;1;Single;1;1;4;329;329;2;Rack Rate - Unrestricted Rate;2; King Room;1;3;1
1;Urban/Downtown;1;670;Big;3;1;High;3;21/03/2007;04/04/2007;05/04/2007;2;GDS;14;1;Single;1;1;4;379;379;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;4;High;3;29/03/2007;04/04/2007;05/04/2007;3;WEB;6;1;Single;1;1;4;389;389;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;12;High;3;15/03/2007;06/04/2007;08/04/2007;3;WEB;22;2;Double;2;2;3;297;594;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";1; Double Beds Room;1;3;1
1;Urban/Downtown;1;670;Big;3;1;High;3;21/03/2007;01/04/2007;04/04/2007;2;GDS;11;1;Single;1;3;4;349;1047;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;3;High;3;13/03/2007;07/04/2007;08/04/2007;1;CRO/Hotel;25;1;Single;1;1;3;269;269;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;1
1;Urban/Downtown;1;670;Big;3;2;High;3;28/03/2007;05/04/2007;07/04/2007;1;CRO/Hotel;8;1;Single;1;2;4;409;818;2;Rack Rate - Unrestricted Rate;2; King Room;1;2;1
1;Urban/Downtown;1;670;Big;3;6;High;3;24/03/2007;01/04/2007;04/04/2007;3;WEB;8;1;Single;1;3;4;369;1107;2;Rack Rate - Unrestricted Rate;2; King Room;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;26/03/2007;01/04/2007;07/04/2007;2;GDS;6;1;Single;1;6;4;329;1974;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;3;High;3;20/03/2007;07/04/2007;08/04/2007;1;CRO/Hotel;18;2;Double;2;1;3;279;279;2;Rack Rate - Unrestricted Rate;2; King Room;1;1;0
1;Urban/Downtown;1;670;Big;3;6;High;3;05/03/2007;03/04/2007;04/04/2007;2;GDS;29;1;Single;1;1;4;329;329;2;Rack Rate - Unrestricted Rate;5; Queen Rooms;1;0;0
1;Urban/Downtown;1;670;Big;3;1;High;3;27/03/2007;03/04/2007;04/04/2007;2;GDS;7;1;Single;1;1;4;359;359;2;Rack Rate - Unrestricted Rate;4; Special Type Room 1;1;0;0
1;Urban/Downtown;1;670;Big;3;12;High;3;08/03/2007;06/04/2007;08/04/2007;3;WEB;29;2;Double;2;2;3;297;594;1;"Advance Purchase . Requires at least 7 day Advance Purchase; Fully Restricted Rate";1; Double Beds Room;1;0;0
